text,x,y,width,paragraph_height,para_line_count,Avg_line_height,file_name
"Accident & Health  Accident, critical illness or hospital indemnity coverage to the insured. Insurance",56.65000153,318.3789978,399.8500061,27.09799194,2,13.54899597,Sample documents\2022-MetLife-Annual-Report_website-version
"Vision  Insurance,  ASO  arrangements,  and  managed  eye  health  and  vision  care  solutions  to  assist",56.65000153,345.4769897,529.0999756,15.09899902,1,15.09899902,Sample documents\2022-MetLife-Annual-Report_website-version
"employees, retirees and their families in maintaining vision health while reducing out-of-pocket expenses. Offered to commercial groups, individuals, health plans and government sponsored programs  through  a  nationwide  provider  network,  retail  optical  chains  and  online  eyewear providers.",163.8999939,360.5759888,403.9499817,46.04598999,4,11.5114975,Sample documents\2022-MetLife-Annual-Report_website-version
Retirement and Income Solutions,63,406.6220093,522.75,26.34899902,1,26.34899902,Sample documents\2022-MetLife-Annual-Report_website-version
Our RIS business provides funding and financing solutions that help institutional customers mitigate and manage liabilities primarily associated with their employee benefit programs using a spectrum of life and annuity-based insurance and investment products.,63,432.9710083,507.4500122,42.1499939,3,14.04999797,Sample documents\2022-MetLife-Annual-Report_website-version
"We distribute RIS products and services through dedicated sales teams and relationship managers primarily comprised of MetLife employees. We may sell products directly to benefit plan sponsors and advisors or through brokers, consultants or other intermediaries. In addition, these sales professionals work with individual, group and global distribution areas to better reach and service customers, brokers, consultants and other intermediaries.",63,475.1210022,505.75,53.94998169,4,13.48749542,Sample documents\2022-MetLife-Annual-Report_website-version
Major Products,56.65000153,529.0709839,529.0999756,25.04901123,1,25.04901123,Sample documents\2022-MetLife-Annual-Report_website-version
Stable Value Products • General account guaranteed interest contracts (“GICs”) are designed to provide stable value,56.65000153,554.1199951,529.0999756,13.59899902,1,13.59899902,Sample documents\2022-MetLife-Annual-Report_website-version
investment  options  within  tax-qualified  defined  contribution  plans  by  offering  a  fixed maturity  investment  with  a  guarantee  of  liquidity  at  contract  value  for  participant transactions.,184.8999939,567.7189941,382.8999939,34.49700928,3,11.49900309,Sample documents\2022-MetLife-Annual-Report_website-version
• Separate  account  GICs  are  available  to  defined  contribution  plan  sponsors  by  offering market value returns on separate account investments with a general account guarantee that plan participants will always be able to transact in their accounts at contract value.,175.8999939,602.2160034,391.9499817,43.39703369,3,14.4656779,Sample documents\2022-MetLife-Annual-Report_website-version
"• Synthetic GICs or “wraps” are contracts available only to the sponsor of a participant- directed defined contribution plan. The contract “wraps” a portfolio of investments owned by the plan to provide a guarantee that plan participants will always be able to transact in their accounts at contract value. Generally, a wrap contract means that participants will not experience negative returns.",175.8999939,645.6129761,391.8500061,66.49505615,5,13.29901123,Sample documents\2022-MetLife-Annual-Report_website-version
"• Private  floating  rate  funding  agreements  are  generally  privately-placed,  unregistered investment contracts issued as general account obligations with interest credited based on a specified rate or agreed upon short-term benchmark rate. These agreements are used for money market funds, securities lending cash collateral portfolios and short-term investment funds.",175.8999939,40,391.9499817,45.9960022,4,11.49900055,Sample documents\2022-MetLife-Annual-Report_website-version
Annuities Pension Risk  General  account  and  separate  account  annuities  are  offered  in  connection  with  defined Transfers benefit  pension  plans  which  include  single  premium  buyouts  allowing  for  full  or  partial,56.65000153,85.9960022,511.2000427,37.647995,2,18.8239975,Sample documents\2022-MetLife-Annual-Report_website-version
transfers of pension liabilities.,175.8999939,123.6439972,409.8500061,22.04899597,1,22.04899597,Sample documents\2022-MetLife-Annual-Report_website-version
• General account annuities include nonparticipating group contract benefits purchased for retired employees or active employees covered under terminating or ongoing pension plans.,175.8999939,145.6929932,391.8999939,22.9980011,2,11.49900055,Sample documents\2022-MetLife-Annual-Report_website-version
"• Separate account annuities include both participating and non-participating group contract benefits.  Participating  contract  benefits  are  purchased  for  retired,  terminated,  or  active employees covered under active or terminated pension plans. The assets supporting the guaranteed benefits for each contract are held in a separate account, however, the Company fully guarantees all benefit payments. Non-participating contracts have economic features similar  to  our  general  account  product,  but  offer  the  added  protection  of  an  insulated separate account. Under accounting principles generally accepted in the United States of America (“GAAP”), these annuity contracts are treated as general account products.",175.8999939,168.6909943,391.9499817,108.4420013,8,13.55525017,Sample documents\2022-MetLife-Annual-Report_website-version
Institutional Income Annuities,115.9000015,277.1329956,61.29999542,34.54699707,3,11.51566569,Sample documents\2022-MetLife-Annual-Report_website-version
Structured Settlements,115.9000015,311.6799927,55.45000458,36.84799194,2,18.42399597,Sample documents\2022-MetLife-Annual-Report_website-version
"General account contracts that are guaranteed payout annuities purchased for employees upon retirement or termination of employment. Contracts can be life or non-life contingent non- participating contracts which do not provide for any loan or cash surrender value and, with few exceptions, do not permit future considerations.",54,311.6300049,513.75,46.89801025,5,9.379602051,Sample documents\2022-MetLife-Annual-Report_website-version
"Customized annuities designed to serve as an alternative to a lump sum payment in a lawsuit initiated because of personal injury, wrongful death, or a workers’ compensation claim or other claim for damages. Surrenders are generally not allowed, although commutations are permitted in certain circumstances. Guaranteed payments consist of life contingent annuities, term certain annuities and lump sums.",175.8500061,323.1289978,391.8999939,65.04501343,5,13.00900269,Sample documents\2022-MetLife-Annual-Report_website-version
"Risk  Longevity  Longevity reinsurance is a risk mitigation solution for United Kingdom (“U.K.”) pension plan Solutions Reinsurance  sponsors and U.K. insurance companies that write pension risk transfer business, converting Solutions uncertain future pension benefit obligations into a fixed stream of payments to MetLife over",56.65000153,388.1740112,511.1499939,34.49697876,3,11.49899292,Sample documents\2022-MetLife-Annual-Report_website-version
the duration of the contract as opposed to a lump sum at inception in typical pension risk,175.8999939,422.67099,409.8500061,11.49899292,1,11.49899292,Sample documents\2022-MetLife-Annual-Report_website-version
transfer transactions.,175.8999939,434.1700134,409.8500061,11.49899292,1,11.49899292,Sample documents\2022-MetLife-Annual-Report_website-version
"Benefit  Specialized life insurance products and funding agreements designed specifically to provide Funding  solutions  for  funding  postretirement  benefits  and  company-,  bank-  or  trust-owned  life Solutions insurance used to finance nonqualified benefit programs for executives.",115.9000015,445.6690063,451.9500427,45.64697266,3,15.21565755,Sample documents\2022-MetLife-Annual-Report_website-version
"Capital  • Funding agreement-backed notes are offered in medium term note programs, under which Markets  funding agreements are issued to special-purpose trusts that issue marketable notes in U.S. Investment  dollars or foreign currencies. The proceeds of these note issuances are used to acquire funding Products agreements with matching interest and maturity payment terms from certain subsidiaries of",56.65000153,491.3160095,511.1499939,51.59603882,4,12.8990097,Sample documents\2022-MetLife-Annual-Report_website-version
"MetLife, Inc. The notes are underwritten and marketed by major investment banks’ broker- dealer operations and are sold to institutional investors.",175.8999939,542.9119873,389.3500061,23.04803467,2,11.52401733,Sample documents\2022-MetLife-Annual-Report_website-version
"• Funding agreement-backed commercial paper is issued by a special-purpose limited liability company  which  deposits  the  proceeds  under  a  master  funding  agreement  issued  to  it  by Metropolitan Life Insurance Company (“MLIC”). The commercial paper is issued in U.S. dollars  or  foreign  currencies,  receives  the  same  short-term  credit  rating  as  MLIC  and  is marketed by major investment banks’ broker-dealer operations.",175.8999939,565.960022,391.9499817,66.39501953,5,13.27900391,Sample documents\2022-MetLife-Annual-Report_website-version
• Funding agreements are issued by certain of our insurance subsidiaries to the Federal Home Loan  Bank  of  New  York  (“FHLBNY”)  and  to  a  subsidiary  of  the  Federal  Agricultural Mortgage Corporation (“Farmer Mac.”),175.8999939,632.3549805,391.9499817,43.49707031,3,14.49902344,Sample documents\2022-MetLife-Annual-Report_website-version
Asia,54,675.8519897,531.75,28.84899902,1,28.84899902,Sample documents\2022-MetLife-Annual-Report_website-version
"Our Asia segment offers a broad range of products and services to both individuals and corporations, as well as to other institutions, and their respective employees.",54,704.7009888,516.4000244,30.15002441,2,15.07501221,Sample documents\2022-MetLife-Annual-Report_website-version
"Our Asia operations are geographically diverse encompassing both developed and emerging markets. We operate in nine jurisdictions throughout Asia, with our largest operation in Japan. We market our products and services through a range of proprietary and third-party distribution channels.",54,40,516.4000244,36,3,12,Sample documents\2022-MetLife-Annual-Report_website-version
