Campaign name,Ad set name,Ad name,Age,Gender,Delivery status,Delivery level,Objective,Amount spent (INR),Ad set name,Impressions,Reach,Result Type,Results,Clicks (all),Link clicks,Landing page views,Frequency,CTR (link click-through rate),CTR (all),CPC (all),Cost per result,Messaging conversations started,Quality ranking,Engagement rate ranking,Conversion rate ranking,URL parameters,Reporting starts,Reporting ends
SIMRAN COLLECTIVE Event - 13 May,SIMRAN COLLECTIVE Event - 13 May,SIMRAN COLLECTIVE Event - 13 May,55-64,male,not_delivering,ad,OUTCOME_ENGAGEMENT,0.42,SIMRAN COLLECTIVE Event - 13 May,8,6,,,0,,,1.33333333,,0,,,,-,-,-,,2022-09-25,2024-09-13
Kalyani Nagar - Vibe Video - A/B Test,Kalyani Nagar - Awareness Ad,New Awareness ad,25-34,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.42,Kalyani Nagar - Awareness Ad,116,116,Reach,116,0,,,1,,0,,3.62,,-,-,-,,2022-09-25,2024-09-13
IBC-International Beer Day- Engagement-Pune+Mumbai-August 2024,IBC-International Beer Day- Engagement-Pune+Mumbai-August 2024,IBC-International Beer Day- Engagement-Pune+Mumbai-August 2024,45-54,unknown,not_delivering,ad,OUTCOME_ENGAGEMENT,0.41,IBC-International Beer Day- Engagement-Pune+Mumbai-August 2024,10,0,Post engagements,2,0,,,0,,0,,0.20,,-,-,-,,2022-09-25,2024-09-13
Brand Awareness - 10 June - Kalyani Nagar,Brand Awareness - 10 June - Kalyani Nagar,Kalyani Nagar Video - 10 June,45-54,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.40,Brand Awareness - 10 June - Kalyani Nagar,110,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
Instagram post: Monsoon blues? 🥪🍻🌧️ Fear not Fam!...,Instagram Post,Instagram post: Monsoon blues? 🥪🍻🌧️ Fear not Fam!...,18-24,male,not_delivering,ad,MESSAGES,0.39,Instagram Post,5,4,,,0,,,1.25,,0,,,,-,-,-,,2022-09-25,2024-09-13
Brand Awareness - Balewadi Vibe,Brand Awareness - Balewadi Vibe,Balewadi Vibe Video,35-44,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.39,Brand Awareness - Balewadi Vibe,106,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
Brand Awarness Ad_Kalyani Nagar,Brand Awarness Ad_Kalyani Nagar,Kalyani Nagar Vibe Video,35-44,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.35,Brand Awarness Ad_Kalyani Nagar,112,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
Kalyani Nagar - Vibe Video - A/B Test,Kalyani Nagar - Remarketing,Kalyani Nagar - Remarketing,35-44,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.34,Kalyani Nagar - Remarketing,6,6,Reach,6,0,,,1,,0,,56.64,,-,-,-,,2022-09-25,2024-09-13
Instagram post: Monsoon blues? 🥪🍻🌧️ Fear not Fam!...,Instagram Post,Instagram post: Monsoon blues? 🥪🍻🌧️ Fear not Fam!...,25-34,male,not_delivering,ad,MESSAGES,0.30,Instagram Post,8,8,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
IBC - T20 World Cup - Video Awareness- Pune+Mumbai,IBC - T20 World Cup - Video Awareness- Pune+Mumbai,IBC - T20 World Cup - Video Awareness- Pune+Mumbai,35-44,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.30,IBC - T20 World Cup - Video Awareness- Pune+Mumbai,111,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
Aisha & Co Event - Kalyani Nagar,Aisha & Co Event - Kalyani Nagar,Aisha & Co Event - Kalyani Nagar,25-34,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.29,Aisha & Co Event - Kalyani Nagar,73,73,Reach,73,0,,,1,,0,,3.97,,-,-,-,,2022-09-25,2024-09-13
Instant History Event - 9 May,Instant History Event - 9 May,Instant History Event - 9 May,45-54,unknown,not_delivering,ad,OUTCOME_ENGAGEMENT,0.27,Instant History Event - 9 May,3,0,Post engagements,1,0,,,0,,0,,0.27,,-,-,-,,2022-09-25,2024-09-13
SIMRAN COLLECTIVE Event - 13 May,SIMRAN COLLECTIVE Event - 13 May,SIMRAN COLLECTIVE Event - 13 May,25-34,unknown,not_delivering,ad,OUTCOME_ENGAGEMENT,0.26,SIMRAN COLLECTIVE Event - 13 May,9,9,Post engagements,3,0,,,1,,0,,0.09,,-,-,-,,2022-09-25,2024-09-13
Instagram post: Snuggle up and savour the...,Instagram Post,Instagram post: Snuggle up and savour the...,45-54,male,not_delivering,ad,LINK_CLICKS,0.24,Instagram Post,19,18,,,0,,,1.05555556,,0,,,,-,-,-,,2022-09-25,2024-09-13
Brand Awareness - 10 June - Versova,Brand Awareness - 10 June - Versova,Versova Video - 10 June,55-64,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.24,Brand Awareness - 10 June - Versova,10,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
Brand Awarness Ad_Varsova,Brand Awarness Ad_varsova,Varsova Vibe Video,45-54,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.23,Brand Awarness Ad_varsova,93,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
Brand Awareness - 10 June - Balewadi,Brand Awareness - 10 June - Balewadi,Balewadi Video - 10 June,45-54,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.22,Brand Awareness - 10 June - Balewadi,95,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
Instant History Event - 9 May,Instant History Event - 9 May,Instant History Event - 9 May,35-44,unknown,not_delivering,ad,OUTCOME_ENGAGEMENT,0.21,Instant History Event - 9 May,6,6,Post engagements,1,0,,,1,,0,,0.21,,-,-,-,,2022-09-25,2024-09-13
Brand Awarness Ad_Kalyani Nagar,Brand Awarness Ad_Kalyani Nagar,Kalyani Nagar Vibe Video,45-54,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.21,Brand Awarness Ad_Kalyani Nagar,65,65,Reach,65,0,,,1,,0,,3.23,,-,-,-,,2022-09-25,2024-09-13
Instagram post: Love is a four legged word💕🐶💘...,Instagram Post,Instagram post: Love is a four legged word💕🐶💘...,18-24,unknown,not_delivering,ad,LINK_CLICKS,0.20,Instagram Post,10,10,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
"Instagram post: Sip the Charm, the royal...",Instagram Post,"Instagram post: Sip the Charm, the royal...",45-54,female,not_delivering,ad,LINK_CLICKS,0.19,Instagram Post,11,11,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
DJ SIARAA - 3 May Event,New Engagement ad set,New Engagement ad,25-34,unknown,not_delivering,ad,OUTCOME_ENGAGEMENT,0.18,New Engagement ad set,2,2,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
Aisha & Co Event - Kalyani Nagar,Aisha & Co Event - Kalyani Nagar,Aisha & Co Event - Kalyani Nagar,35-44,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.18,Aisha & Co Event - Kalyani Nagar,35,35,Reach,35,0,,,1,,0,,5.14,,-,-,-,,2022-09-25,2024-09-13
"Instagram post: ⚠️ WARNING ⚠️
Our hoagies may...",Instagram Post,"Instagram post: ⚠️ WARNING ⚠️
Our hoagies may...",45-54,unknown,not_delivering,ad,MESSAGES,0.18,Instagram Post,10,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
"Instagram post: Sip the Charm, the royal...",Instagram Post,"Instagram post: Sip the Charm, the royal...",18-24,unknown,not_delivering,ad,LINK_CLICKS,0.17,Instagram Post,7,4,,,0,,,1.75,,0,,,,-,-,-,,2022-09-25,2024-09-13
Instagram post: Love is a four legged word💕🐶💘...,Instagram Post,Instagram post: Love is a four legged word💕🐶💘...,25-34,unknown,not_delivering,ad,LINK_CLICKS,0.17,Instagram Post,10,8,,,0,,,1.25,,0,,,,-,-,-,,2022-09-25,2024-09-13
"Instagram post: Cheers to love in the air,...",Instagram Post,"Instagram post: Cheers to love in the air,...",18-24,unknown,not_delivering,ad,LINK_CLICKS,0.16,Instagram Post,9,8,,,0,,,1.125,,0,,,,-,-,-,,2022-09-25,2024-09-13
Instagram post: It’s PJs’ Pizzas’ and ‘Crafty...,Instagram Post,Instagram post: It’s PJs’ Pizzas’ and ‘Crafty...,45-54,unknown,not_delivering,ad,LINK_CLICKS,0.15,Instagram Post,2,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
"Instagram post: 🦗 Patience, grasshopper....",Instagram Post,"Instagram post: 🦗 Patience, grasshopper....",55-64,male,not_delivering,ad,MESSAGES,0.15,Instagram Post,4,4,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
DJ SIARAA - 3 May Event,New Engagement ad set,New Engagement ad,55-64,female,not_delivering,ad,OUTCOME_ENGAGEMENT,0.14,New Engagement ad set,2,2,Post engagements,1,0,,,1,,0,,0.14,,-,-,-,,2022-09-25,2024-09-13
Instagram post: Snuggle up and savour the...,Instagram Post,Instagram post: Snuggle up and savour the...,18-24,unknown,not_delivering,ad,LINK_CLICKS,0.13,Instagram Post,6,6,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
Kalyani Nagar - Vibe Video - A/B Test,Kalyani Nagar - Awareness Ad,New Awareness ad,35-44,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.13,Kalyani Nagar - Awareness Ad,50,50,Reach,50,0,,,1,,0,,2.60,,-,-,-,,2022-09-25,2024-09-13
Instagram post: Slip into your coziest PJs and...,Instagram Post,Instagram post: Slip into your coziest PJs and...,35-44,unknown,not_delivering,ad,LINK_CLICKS,0.13,Instagram Post,8,8,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
Brand Awareness - Balewadi Vibe,Brand Awareness - Balewadi Vibe,Balewadi Vibe Video,45-54,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.12,Brand Awareness - Balewadi Vibe,58,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
"Instagram post: 🦗 Patience, grasshopper....",Instagram Post,"Instagram post: 🦗 Patience, grasshopper....",55-64,female,not_delivering,ad,MESSAGES,0.12,Instagram Post,1,1,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
DJ SIARAA - 3 May Event,New Engagement ad set,New Engagement ad,55-64,male,not_delivering,ad,OUTCOME_ENGAGEMENT,0.11,New Engagement ad set,3,3,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
IBC - T20 World Cup - Video Awareness- Pune+Mumbai,IBC - T20 World Cup - Video Awareness- Pune+Mumbai,IBC - T20 World Cup - Video Awareness- Pune+Mumbai,45-54,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.11,IBC - T20 World Cup - Video Awareness- Pune+Mumbai,42,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
Instagram post: Snuggle up and savour the...,Instagram Post,Instagram post: Snuggle up and savour the...,45-54,female,not_delivering,ad,LINK_CLICKS,0.10,Instagram Post,9,9,Link clicks,2,1,2,,1,22.22222222,11.11111111,0.1,0.05,,-,-,-,,2022-09-25,2024-09-13
Instant History Event - 9 May,Instant History Event - 9 May,Instant History Event - 9 May,55-64,female,not_delivering,ad,OUTCOME_ENGAGEMENT,0.10,Instant History Event - 9 May,7,4,Post engagements,1,0,,,1.75,,0,,0.10,,-,-,-,,2022-09-25,2024-09-13
"Instagram post: ⚠️ WARNING ⚠️
Our hoagies may...",Instagram Post,"Instagram post: ⚠️ WARNING ⚠️
Our hoagies may...",55-64,unknown,not_delivering,ad,MESSAGES,0.10,Instagram Post,1,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
IBC-International Beer Day- Engagement-Pune+Mumbai-August 2024,IBC-International Beer Day- Engagement-Pune+Mumbai-August 2024,IBC-International Beer Day- Engagement-Pune+Mumbai-August 2024,65+,male,not_delivering,ad,OUTCOME_ENGAGEMENT,0.10,IBC-International Beer Day- Engagement-Pune+Mumbai-August 2024,2,2,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
Instagram post: Monsoon blues? 🥪🍻🌧️ Fear not Fam!...,Instagram Post,Instagram post: Monsoon blues? 🥪🍻🌧️ Fear not Fam!...,45-54,male,not_delivering,ad,MESSAGES,0.09,Instagram Post,1,1,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
Brand Awareness - 10 June - Balewadi,Brand Awareness - 10 June - Balewadi,Balewadi Video - 10 June,55-64,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.08,Brand Awareness - 10 June - Balewadi,21,21,Reach,21,0,,,1,,0,,3.81,,-,-,-,,2022-09-25,2024-09-13
Brand Awareness - 10 June - Kalyani Nagar,Brand Awareness - 10 June - Kalyani Nagar,Kalyani Nagar Video - 10 June,55-64,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.08,Brand Awareness - 10 June - Kalyani Nagar,26,0,,,1,1,,0,3.84615385,3.84615385,0.07999656,,,-,-,-,,2022-09-25,2024-09-13
SIMRAN COLLECTIVE Event - 13 May,SIMRAN COLLECTIVE Event - 13 May,SIMRAN COLLECTIVE Event - 13 May,45-54,unknown,not_delivering,ad,OUTCOME_ENGAGEMENT,0.06,SIMRAN COLLECTIVE Event - 13 May,1,1,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
Kalyani Nagar - Vibe Video - A/B Test,Kalyani Nagar - Awareness Ad,New Awareness ad,45-54,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.06,Kalyani Nagar - Awareness Ad,21,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
"Instagram post: 🦗 Patience, grasshopper....",Instagram Post,"Instagram post: 🦗 Patience, grasshopper....",18-24,unknown,not_delivering,ad,MESSAGES,0.06,Instagram Post,1,1,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
DJ SIARAA - 3 May Event,New Engagement ad set,New Engagement ad,45-54,unknown,not_delivering,ad,OUTCOME_ENGAGEMENT,0.05,New Engagement ad set,1,1,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
"Instagram post: Sip the Charm, the royal...",Instagram Post,"Instagram post: Sip the Charm, the royal...",35-44,unknown,not_delivering,ad,LINK_CLICKS,0.05,Instagram Post,2,2,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
Brand Awarness Ad_Varsova,Brand Awarness Ad_varsova,Varsova Vibe Video,55-64,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.05,Brand Awarness Ad_varsova,30,30,Reach,30,0,,,1,,0,,1.67,,-,-,-,,2022-09-25,2024-09-13
Brand Awareness - Powai Vibe,Brand Awareness - Powai Vibe,Powai Vibe Video,55-64,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.05,Brand Awareness - Powai Vibe,11,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
Instagram post: Valentines is gone! Swipe in for...,Instagram Post,Instagram post: Valentines is gone! Swipe in for...,35-44,unknown,not_delivering,ad,LINK_CLICKS,0.05,Instagram Post,7,7,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
Aisha & Co Event - Kalyani Nagar,Aisha & Co Event - Kalyani Nagar,Aisha & Co Event - Kalyani Nagar,45-54,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.05,Aisha & Co Event - Kalyani Nagar,15,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
Brand Awareness - 10 June - Versova,Brand Awareness - 10 June - Versova,Versova Video - 10 June,65+,female,not_delivering,ad,OUTCOME_AWARENESS,0.05,Brand Awareness - 10 June - Versova,2,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
"Instagram post: Sip the Charm, the royal...",Instagram Post,"Instagram post: Sip the Charm, the royal...",25-34,unknown,not_delivering,ad,LINK_CLICKS,0.04,Instagram Post,2,2,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
Instagram post: Snuggle up and savour the...,Instagram Post,Instagram post: Snuggle up and savour the...,25-34,unknown,not_delivering,ad,LINK_CLICKS,0.03,Instagram Post,3,2,,,0,,,1.5,,0,,,,-,-,-,,2022-09-25,2024-09-13
Brand Awarness Ad_Kalyani Nagar,Brand Awarness Ad_Kalyani Nagar,Kalyani Nagar Vibe Video,55-64,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.03,Brand Awarness Ad_Kalyani Nagar,13,13,Reach,13,0,,,1,,0,,2.31,,-,-,-,,2022-09-25,2024-09-13
Kalyani Nagar - Vibe Video - A/B Test,Kalyani Nagar - Remarketing,Kalyani Nagar - Remarketing,45-54,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.03,Kalyani Nagar - Remarketing,1,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
Instagram post: Snuggle up and savour the...,Instagram Post,Instagram post: Snuggle up and savour the...,35-44,unknown,not_delivering,ad,LINK_CLICKS,0.02,Instagram Post,3,3,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
"Instagram post: ⚠️ WARNING ⚠️
Our hoagies may...",Instagram Post,"Instagram post: ⚠️ WARNING ⚠️
Our hoagies may...",55-64,unknown,not_delivering,ad,MESSAGES,0.02,Instagram Post,2,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
SIMRAN COLLECTIVE Event - 13 May,SIMRAN COLLECTIVE Event - 13 May,SIMRAN COLLECTIVE Event - 13 May,55-64,female,not_delivering,ad,OUTCOME_ENGAGEMENT,0.01,SIMRAN COLLECTIVE Event - 13 May,1,1,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
BOOST AD - WORLD CUP Campaign,New Engagement Ad Set,New Engagement Ad,45-54,male,not_delivering,ad,OUTCOME_ENGAGEMENT,0.01,New Engagement Ad Set,1,1,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
Instagram post: Monsoon blues? 🥪🍻🌧️ Fear not Fam!...,Instagram Post,Instagram post: Monsoon blues? 🥪🍻🌧️ Fear not Fam!...,35-44,female,not_delivering,ad,MESSAGES,0.01,Instagram Post,1,1,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
Brand Awareness - Powai Vibe,Brand Awareness - Powai Vibe,Powai Vibe Video,65+,male,not_delivering,ad,OUTCOME_AWARENESS,0.01,Brand Awareness - Powai Vibe,1,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
Brand Awareness - Balewadi Vibe,Brand Awareness - Balewadi Vibe,Balewadi Vibe Video,55-64,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.01,Brand Awareness - Balewadi Vibe,6,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
Brand Awareness - 10 June - Kalyani Nagar,Brand Awareness - 10 June - Kalyani Nagar,Kalyani Nagar Video - 10 June,65+,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.01,Brand Awareness - 10 June - Kalyani Nagar,1,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
Instagram post: Love is a four legged word💕🐶💘...,Instagram Post,Instagram post: Love is a four legged word💕🐶💘...,35-44,unknown,not_delivering,ad,LINK_CLICKS,0.01,Instagram Post,3,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
Kalyani Nagar - Vibe Video - A/B Test,Kalyani Nagar - Awareness Ad,New Awareness ad,55-64,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.01,Kalyani Nagar - Awareness Ad,4,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
"Instagram post: Cheers to love in the air,...",Instagram Post,"Instagram post: Cheers to love in the air,...",45-54,unknown,not_delivering,ad,LINK_CLICKS,0.01,Instagram Post,1,1,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
"Instagram post: Cheers to love in the air,...",Instagram Post,"Instagram post: Cheers to love in the air,...",25-34,unknown,not_delivering,ad,LINK_CLICKS,0.01,Instagram Post,1,1,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
Instagram post: Slip into your coziest PJs and...,Instagram Post,Instagram post: Slip into your coziest PJs and...,45-54,unknown,not_delivering,ad,LINK_CLICKS,0.00,Instagram Post,1,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
IBC-Lover Boy- Engagement- Post Likes-Pune+Mumbai,IBC-Lover Boy- Engagement- Post Likes-Pune+Mumbai,IBC-Lover Boy- Engagement- Post Likes-Pune+Mumbai,65+,male,not_delivering,ad,OUTCOME_ENGAGEMENT,0.00,IBC-Lover Boy- Engagement- Post Likes-Pune+Mumbai,1,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
IBC-Lover Boy-Engagement- Pune+Mumbai- July 2024,IBC-Lover Boy-Engagement- Pune+Mumbai- July 2024,IBC-Lover Boy-Engagement- Pune+Mumbai- July 2024,55-64,unknown,not_delivering,ad,OUTCOME_ENGAGEMENT,0.00,IBC-Lover Boy-Engagement- Pune+Mumbai- July 2024,1,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
Brand Awarness Ad_Varsova,Brand Awarness Ad_varsova,Varsova Vibe Video,65+,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.00,Brand Awarness Ad_varsova,1,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
Brand Awareness - Balewadi Vibe,Brand Awareness - Balewadi Vibe,Balewadi Vibe Video,65+,male,not_delivering,ad,OUTCOME_AWARENESS,0.00,Brand Awareness - Balewadi Vibe,1,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
Brand Awareness - Powai Vibe,Brand Awareness - Powai Vibe,Powai Vibe Video,65+,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.00,Brand Awareness - Powai Vibe,1,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
"Instagram post: 🦗 Patience, grasshopper....",Instagram Post,"Instagram post: 🦗 Patience, grasshopper....",45-54,male,not_delivering,ad,MESSAGES,0.00,Instagram Post,1,1,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
Aisha & Co Event - Kalyani Nagar,Aisha & Co Event - Kalyani Nagar,Aisha & Co Event - Kalyani Nagar,55-64,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.00,Aisha & Co Event - Kalyani Nagar,1,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
Brand Awareness - 10 June - Balewadi,Brand Awareness - 10 June - Balewadi,Balewadi Video - 10 June,65+,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.00,Brand Awareness - 10 June - Balewadi,2,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
Kalyani Nagar Vibe Video - Awareness Ad,Awareness Audience,Kalyani Nagar Vibe Video,45-54,male,archived,ad,OUTCOME_AWARENESS,0.00,Awareness Audience,1,1,Reach,1,0,,,1,,0,,0.00,,-,-,-,,2022-09-25,2024-09-13
BOOST AD - WORLD CUP Campaign,New Engagement Ad Set,New Engagement Ad,35-44,male,not_delivering,ad,OUTCOME_ENGAGEMENT,0.00,New Engagement Ad Set,1,1,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
IBC - T20 World Cup - Video Awareness- Pune+Mumbai,IBC - T20 World Cup - Video Awareness- Pune+Mumbai,IBC - T20 World Cup - Video Awareness- Pune+Mumbai,55-64,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.00,IBC - T20 World Cup - Video Awareness- Pune+Mumbai,1,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
